Flow_Hash,Total Fwd Packets,Flow Duration,Flow IAT Mean,Packet Length Std,Label
a382f2e8399d61d06831b1cbb08700ae07500ae8d7e6b0c7a0980f6f443074ae,1,27,9.0,3.2863352,Benign
c4dd19937b165ff56aeae69661f1192cc43f40775c884c9f451e1e1179f2516d,1,51986,51986.0,48.49742,Benign
a77f1f17d8bde3e41ef916dbe38a18f7ec847947324e0b468ee8928445164d65,2,61499,20499.666,88.73106,Benign
289806ecbc83f28a2b6587f830104d5762b4d30bf1d6aa907ccb9755317b1655,8,43077193,3916108.5,0.0,DDoS_Attack
fd6d8bf9bd1bb405f9de0add788076129665069dbca334f7abfc8eaf4d80c887,4,64870603,9267229.0,48.518326,Benign
62e19d2a5303721a25927bac5f1d36efecb0085515fbd7c0f5f4a52618174bbf,1,191540,191540.0,9.237604,Benign
18bbca2650edce13c53f0933e268eaabd0f8b9ecf4375099f532ff9034431759,6,215501,43100.2,33.617596,DDoS_Attack
70f277397048062e9043ae0471f3550c6a6d4857bd394bce04abfe7497b6f242,2,103,34.333332,0.0,DDoS_Attack
2792fad890f28d5b53c8ba48399185dd6ced4ccecd7f3acda220f331fa5a8566,2,60,20.0,0.0,DDoS_Attack
16d34c330e2d13f7ede69c3fadfe939714d155df472e4fc0f6d61b61c549b799,2,2,2.0,0.0,DDoS_Attack
b83c7f30168a0a74f3f289580092c4b08aa181d453f038f4d4e5f46c9bdd39be,10,50256116,3865855.0,0.0,DDoS_Attack
962b9e75abde543db94c65d6812a062ad4ce5eda523fb7ea0cd27d08bfc2a25b,40,14277361,187860.02,701.3667,Benign
d75aa8a4259fae47631e66c1325da3553bdc532c5b50b2ef5f70f15d56b200bb,1,21,21.0,0.0,Benign
55969b1e070e1721fbe1fa69ccbabaaba35edf721fffde9006777b68c96b28b2,4,108686,36228.668,32.31563,DDoS_Attack
d60f8e6833f9c23ebc1c6563a5558444ac251a99f118e7dbfd0e767923036154,10,46005469,3067031.2,0.0,DDoS_Attack
9f1dae2e9925e8e57f1a52f7c4cf1f43c2763ba77f43c8eb183dc7744c897f5d,1,68,68.0,0.0,Benign
17fb6296b926f33878c27791d67b2c4e6d3423919a1393431047454c5b1e64ac,1,119569,119569.0,119.511505,Benign
36b87c49f8848c67f05f0cccc10fecf9a0daf169b0dda8fba65fb857e144149a,2,251,83.666664,8.763561,Benign
e01c9cfd0e8284372c15290aa774f677c78cf1d62e806ea672337f5d4642cf96,9,60243625,4016241.8,548.192,Benign
06da99f467c03b5202194cf8357741ca9f5799661bfb00ce5d45f265d73f9b57,2,50455,25227.5,3.0,Benign
37624259cb089871f5e16b588be050dc623000cfbb900cf318812c38f94fb356,3,3534,1178.0,0.0,Benign
02793eced4322cb1cf6ce7785103af9c835e0f313ed987679ce352bda7ef56e3,4,107680,35893.332,32.31563,DDoS_Attack
a815cf421e3f09ff38e8227e4594c8def236f694f6c705a3777bc96064cfa83e,4,108378,36126.0,32.31563,DDoS_Attack
26c9faee054e64f99dabf7ac5d0545eaf87a0251ebc6f7c4e2fe65fb981bc09a,2,223,74.333336,70.10849,Benign
4cb73098b5da1cb907f22cd960b859f8ec9f0be9f735b738dee85bdb62aaee5a,1,30429,30429.0,9.237604,Benign
613fa68fe35d0e03cc9a5e4483af5413317034c7e20ac2170b985f2a5bfd3064,2,1,1.0,0.0,DDoS_Attack
d071c966db88cbb4da636e667e7bd4d091f5163bad259ce8ef5b01f2ce6f15c7,2,51,51.0,0.0,DDoS_Attack
7dbc9630470d25824d4d16e7ee78aa37600311ac7315b60def2e6b24203020a9,2,24347,8115.6665,42.72236,Benign
75f0e5def18a3c80888a203ea1064dc8134e25b33b2e632b05f21198051cb363,2,49807,16602.334,8.763561,Benign
06627fa12f69575f1a9ffe2b85156aea2506e5840e1400eac02db7fb18c36515,2,1,1.0,0.0,DDoS_Attack
edbbc93ad7d7f7fc99911c66d0def00d34037cc01adf97b88378e6c03df8e8a9,12,257362,14297.889,686.65497,Benign
8b0f7689d253b9888dbe050d62fed4516ea70fd3fbffa79f997b3808aada125f,11,50565944,2528297.2,516.402,Benign
eb71da2e9a18004562e6dcacc668451350e8ff7e5c9ada1b0bb41ac6c1f12aae,2,163,54.333332,8.763561,Benign
ada255ae214d539cfcb45191bee4b888dad751a3d22f71ec3abc58dfa7eed1f3,4,104865,34955.0,21.36118,DDoS_Attack
d3351cdbf25738c00b952333f2fe7e022573c7adab98b5ed24ee282c25794ed7,1,23508,23508.0,9.237604,Benign
32c45871bbdd6cb38cd90847cad0403f21504f6279f07ef635dda4d682b6bd3a,1,23646,23646.0,120.08886,Benign
ec2b003a3e90292ade475e87707efb6ee99429e314056f4c833ae636dd328e99,2,81,81.0,0.0,Benign
15298d64a6e4273593d3de170c9e5e1649050c0293c93fb6d4adf08e482edb6e,1,61278,61278.0,81.98374,Benign
0f15591a4e0fcd1f5d90183062040efbe56fb784637a64542c3394c7500cdd2e,3,3158529,631705.8,2.9277003,Benign
d7c8fcd07074cb5161de4e52622a2d18762dfed1ed0fc219c886980af99d8acb,2,1,1.0,0.0,DDoS_Attack
71534c9ca46f17b732fe846aa56da4d7b130cf7f34f392d04a86d9dd3878f3be,10,10149646,534191.9,828.06573,Benign
0c55f6097f9a28c736d034d0c9fe23f4d7b9f5eb11517db52dbcc1b087db3e39,20,986256,51908.21,30.703886,DDoS_Attack
70e82b7b203632549ae5a7f5e9ec7d99af0a52afb3a2692ae46f704ecbc903be,6,484015,40334.582,148.33272,Benign
b762c8c86a5362fa5f7317e080256798889e75b828414cabea1b37b36a01c13c,2,213,71.0,48.199585,Benign
8ef3bc3ff2a174aebb721428b365d494c4022d28a99dd69e137452b26330f7a9,4,4290454,1430151.4,0.0,DDoS_Attack
defd308d23dafb6a6ff529fca2658ba0cdc60c4cd594ce140f3d90a46bed0f19,2,4,4.0,0.0,DDoS_Attack
cd32d253bec73b0cb09d2353b0275b7433e43b37a3a1043fb45fa23b47cc852d,2,6,6.0,0.0,DDoS_Attack
b219a2b5490a12cf0429e14602bbc0609233806ed82cd31f2212daed3052a5cd,2,133,44.333332,8.763561,Benign
70dd88140a5df5dac7292109c7b360f9f53b99ef31e27561ad332ad3c9f17f3e,10,54429245,3628616.2,0.0,DDoS_Attack
f04fe31a69ef3dbcc42991b3b02d2fc3f6593d25badcf6f202a39d1cfd109386,1,251,251.0,0.0,Benign
da86aca8a125aaa56344fc9d59efba7663f5b9d4fe396a6d893cb1e219a62637,4,109011,36337.0,21.36118,DDoS_Attack
ce6ea532938e763c75cc11c4e2909ccbf3e21f939e34eb029d0578a44b2478d8,4,87553,12507.571,67.46192,Benign
b8476abadaf76bf1612092b43f83a6ecf7b2a5fff0fe20957b13dc5a740fcf20,6,412393,45821.445,190.1726,Benign
15e4492b86b9228af42f9e49ddbf5c52da4869676478df805bf1825f0a99e6f8,2,55441,18480.334,19.17029,Benign
53f9cc9bf9a195a1273cca7b9d1c464ce2fe7d176984b28cd69bf5f53dd1ab88,2,108,36.0,0.0,DDoS_Attack
7d2fe7e11f1e6213d5b6c108d89801d9a574db2299e8f6fea9c2b6e8c38db5b8,2,31313,10437.667,28.481573,Benign
a0fa5819f649a3de42c81414868da47d1ebe813f8c4bd2306ea09f5e0fe44722,12,59618373,3974558.2,0.0,DDoS_Attack
5bfe1d57c249c19cfe0fc1edd63c3f3006728a49a41d225d049c67f4baac7330,1,53,53.0,0.0,Benign
f04158098d11a60717faf172ca04bc85a9855df4c0905ce47095548c8a9b0ac4,4,105126,35042.0,21.36118,DDoS_Attack
cd61723c330be3f255d75d881de6d76ee2deaf82f05de455ff88bd6cf796b603,4,105893,35297.668,21.36118,DDoS_Attack
6c25d3bded881689938fe2ed0612c4de1c420ef3a741c0104725eda348ed7995,2,66,66.0,0.0,Benign
c727478e5aa4b0427c853e149f40421230ae5720ad3952028bc4d58403ae1fe5,1,191564,191564.0,35.795715,Benign
88468cb36d13915636b543a1a86758f970ae052450f3c346b04903129aa2c5fd,1,50362,50362.0,92.376045,Benign
42502dfdd8a5f2f1ec57da949eaff02f5d78cbd1a91d8d017aed4a8f2561a1d9,28,4039751,62150.016,1196.8463,Benign
29abf3aac6bd3dfa92bb8c5d5ea0c811efb385f853b48af5e036721efe014d00,10,53597926,4122917.5,0.0,DDoS_Attack
87d53b4ac253f2352a4073e359efeffdf3f06f28e1ec4f95299cbd4ded31beb6,2,100,50.0,0.0,Benign
c32228cb529cdb8368604737c777a64e0dc8c1dbaca3443cdcf82cfd4d0880bf,1,35,35.0,0.0,Benign
c6da7f5f46be522aa5302e22bb2c92260af93054a8cdff1d6f6e42d3df1c4adb,2,4572494,1524164.6,25.436195,Benign
02ecb1d8284201d8fd656d87dfa84ff3470159a8841c175374c5244b0b5e0975,2,31087,10362.333,48.747307,Benign
ce8154c8827abf9cf9b0492e08ef84e81d16c1087dc4580059416ccce4ea81a9,3,58354214,11670843.0,53.00539,Benign
cd479963ff293b42194978a7fe868ccb55f5f3bb57df50c37f8c1427eed23b19,2,138,46.0,8.763561,Benign
7a2466884dbfc505318a991feaa09d1dc5312c4afe21107c8659dc964d90641e,1,64462,64462.0,27.712812,Benign
c62c091242d26965d73f956f42e3816f751d7e7c26b66985320d5d42071ba57f,2,61816,20605.334,49.29503,Benign
1b7ba4292527e21b87cabc231f1d02c09b6dff6925d5344a2d8129c34cf72249,4,107585,35861.668,21.36118,DDoS_Attack
0c92263b166b23dc2a11d1bc4a0193f75f425c137df2d02c99920e091fbe7046,1,9,9.0,0.0,Benign
f8bc0ee61d55afe4fad07ccfe5cfb02117e6803cf07ac2ef570ed02c4a1a9345,1,28275,28275.0,0.0,Benign
0b897728a20f6c9fad6fd9e675689477a92ffd2e297651e081ebfa13ef9d6125,4,5635332,1878444.0,0.0,DDoS_Attack
3f17e577fc7cb6a7bd68faefd53b9c7676f13ccb448505c499d787755f37928c,6,34016668,6803333.5,0.0,DDoS_Attack
d994401148d9df3ce641e5346035ad033cecc7a0c8f9445a87477d58ef8767c4,4,104536,34845.332,32.31563,DDoS_Attack
b6425fca0718d7f7ad3042739b881858af6353f1ae6d52b63b624c44759384de,2,48628,16209.333,8.763561,Benign
89b78fb05ff9371aa34f4b681614270037fd6494168c86f45971a8ab2c205891,4,31425,6285.0,95.15026,Benign
f7da07eac4a1e8acd6917b7b2dddde0fba3fdef025b3b4dc24a194c25f6ae656,6,450931,45093.1,264.88672,Benign
c82d59cec68ec806e8d313a1ad90459bbc3aec1e16f42592a1f44d80e8154d58,10,57521047,4424696.0,381.18277,Benign
81939acbf7b5df1ba36b1b511e8b5b7f04bdad0fd5d37f8999141eea21f0075e,6,215722,43144.4,33.617596,DDoS_Attack
ebc9a0977d6eaa6d8d7585fe399bca8fc40c8292ffead79d88d2e9aeb5061bf8,2,36880,18440.0,0.0,Benign
2dcee94e58678dee86e9f03358f4da775f69ad659189fe3fec39710c148eae17,6,208565,17380.416,754.28705,Benign
0acbee8bd448f59c2c18a2ad66055e16de493242ab76cfdfa8986a428c7968a5,2,2,2.0,0.0,DDoS_Attack
17dc49b7eb81ce27d333239e125d37f2d8dd0be0e2e383bc49d3da4b2d1bf6a6,20,985453,51865.95,30.703886,DDoS_Attack
512302d87e58514fa247107950309773feaf60ac3d17789ba09f6998c21f0713,2,2,2.0,0.0,DDoS_Attack
1b2bb283b1f99ce8c6dc23e77bc570d4b0b14a8fa7716c4aebd26ca1478d614e,5,4365049,873009.8,21.684975,Benign
98e46ce61c0375a390b6ac85c0be1e34b2dd8785933b96f47cd64cac61f80360,2,793752,793752.0,0.0,Benign
43bdc1eb69e842b3f025925761238163f78bf99c0511c9f5396002deaae2f25b,2,66036015,22012004.0,0.0,Benign
90a90bedeab1cb80883a7312b4df7305bfcfbe787614f5f35e514aa4477add5c,2,5316,5316.0,0.0,Benign
2e70b9401d35fe0e084588fed0aea32eda5d7d0f4009b4d902395f42f6247d5a,4,51599,17199.666,0.0,DDoS_Attack
a11eec1fee68ef4baa1bb4de40a6a07027fd46b18617dee6dd9ef44ce4248be5,2,47470,15823.333,36.69741,Benign
a91374fef4fa916bb663f4edcd416645e03fa72086b0c6ae7d78605c1bd4cbcd,2,5,5.0,0.0,DDoS_Attack
1953e6d078eb344ff81e19550fd754f527a587b91c00694f23ca37058f863938,6,272637,24785.182,533.9169,Benign
e68b9491e5b82c1cd65f89ae1f4ea0b854e93b3853a62bc7742ad233e9eb3567,6,214271,42854.2,33.617596,DDoS_Attack
3983996ec3345d2a23c65e9d064e15a5096da3b2c8033a96dbe2b4e364d7c914,2,96325,32108.334,55.319977,Benign
6c8358b160cc6d93c69ed8202cd6052a00e8464192be24ac6303ff8c86817669,2,2,2.0,0.0,DDoS_Attack
8294da39a8da57c41adbcb3add1ad514a10ba268ab4d7e0e44e6c9eca2ffb770,4,11000532,3666844.0,16.546904,Benign
1fdee1f45b232ccc36b06db6f2baea5f0624195b67984b65303c9faf26f81d9c,1,99855,99855.0,0.0,Benign
9b2e6639f2e6e20a54ac875552d50cb273ecac9bacb25224ad99016cd7a3c1c3,2,236,78.666664,26.290682,Benign
ba99ee2d7da9e2d7794ab6b1d4af8f4fc9857d33cb5c8a3026b075050ba0041b,25,117665209,2674209.2,545.23224,Benign
c437bd29e0c8e53f7276544fbc964532d21417813c4900602e85978366a447b2,2,1,1.0,0.0,DDoS_Attack
ce70f57d2e7ebc9b7da7a7ea1765a576447711f4f009078db3b2c376d04d8c79,16,62130255,2485210.2,0.0,DDoS_Attack
80afaa0b6804ad4e8f91a536ed438043dd79df3f1959f9bbf4b1db41029dd3bc,2,67103,22367.666,70.10849,Benign
995deee3447b08c9ddcb9fbd70b941473c38aceee934e9690876079696be34c5,2,225,225.0,0.0,Benign
ac8ccd4d67a43e5eeeae46d94dd9301b5419ce36491df21015acc247881fffb6,4,104942,34980.668,32.31563,DDoS_Attack
7352eb9b1b4b2ae615ca18d0041f068149608d8815f59444837e5351d53c4749,6,52,10.4,23.957304,DDoS_Attack
f768e657ce606322d69025ba5bdf610086ab6eb6f92a4c49665de311ac6a4434,3,66412,11068.667,793.82477,Benign
47cc29fdf97f70f3ea79519b594654d5ac522ca57f49bdfe1dbf9002d19518d8,2,1,1.0,0.0,DDoS_Attack
048b80159873db5ea56ac90c68fb4800e8dfc12aebe9627392417ba3c2aa40f4,2,999710,999710.0,0.0,Benign
48f133d30d3aab1b452ddf287c492bf1009c24cb5861486fee405004338a2561,2,23982,7994.0,37.245132,Benign
d73a8aec14cd6832812f5748251cf8baa5ea99b3564c652448637fe74d776b99,2,212,212.0,9.814955,Benign
3a804f058a0725084e2fd9128a43cb735d239ac2074a81e036b6e320fcaf84b9,3,245427,61356.75,13.362884,Benign
01bdc6e3d080619ed1e1e23b482ff662f77df320c6d56e46db877cca31742ec0,2,1270,423.33334,158.83954,Benign
e65161c7a9924219abf627d6b029426aa8a4b2c30a6d388e641c3ba4c350eaf3,3,3269369,653873.8,0.0,Benign
2509ee21daecf10a3c2a1a337529e87cb530e16e6d551042b2bf949a122cbdaf,2,24424971,8141657.0,26.87378,Benign
431fc00158896ed128f8c3a873a24aae22a394f2bf577b058c06a9a0b9995293,2,30806,10268.667,27.933851,Benign
5ba758bf08d8b040544457ac59255343c4eb75160f43388a5fd6503b55d222c6,1,11,11.0,0.0,Benign
53ce96d93955a7472b3200cee00b7950f6be370052cffaf85e19897f7713a5e6,9,3546408,236427.2,422.4068,Benign
32df6627a2c85c0a86d73ac09a6b94d20ab2545e529ca425e46b9c42cec48c5b,3,100078,16679.666,681.6238,Benign
70dc5d948064ee275b290f9f004ad520770cbdd02058b62b932e842cebf7932f,2,145,48.333332,0.0,DDoS_Attack
070e85c32d5b6ead2fbf2f52f661cf6357ecc33d535e778c71b79b23d94f1036,2,147,49.0,0.0,DDoS_Attack
1f8c0593828fb2512efb34809365fbcef1e9d649f72dc9eacc868d8048fceb65,19,18756270,382781.03,1040.3882,Benign
fab353f535a94d24ade43e892f01ecada4919fda3826a3ea3e0c50698090c1fe,2,48002,16000.667,17.527122,Benign
f1b4c21b03d5f5427f3a4da81c0004650abd069c21847797a8c54b7a3aa63b87,2,2,2.0,0.0,DDoS_Attack
1f1dd8f46c2b96f8071d1b82efd9c8e6d4fdf9004c180d20bae54fc20cbc2fe2,2,1,1.0,0.0,DDoS_Attack
9c40c175f47ccbb0f51fdcf1bc8f6d479e76b4bc959075c7d7afd070200b9c95,4,104589,34863.0,21.36118,DDoS_Attack
f53af994d4122287717721bc2384213e442fbad35e3cf53e35e2f56318383d9d,4,44475,6353.5713,31.622776,Benign
c7e8d2c72d35d8cc0b51bbd5554b4c2bbbaf6b0b499e889b4cf3553ff9193a46,4,108157,36052.332,21.36118,DDoS_Attack
0b0354856d468b82588ecfd6733e11d95273aa6e334318e7c89b6c9b921309aa,2,204,68.0,17.527122,Benign
ae455dfd7a797e5b45f9a4000f699050b66aef02b721578c394b946a97f11390,4,2568539,366934.16,60.82306,Benign
c36c592f893af85da838e4708cd877d946339b54d1b1e00df595a31b38288448,3,111,37.0,11.18034,Benign
68f6458c475bfba3e91226c0b4e20e4f0828f2999434aef96a04cb3a836d1b28,2,3,3.0,0.0,DDoS_Attack
8f3a200815b2ef77adf758c8349313a8c0ce33f575b06703c5b5b4904e043b2d,6,18346000,1667818.1,0.0,DDoS_Attack
7dea8138a1e424eb1b423a004e7ac9a98ec8bff0cff7cc4b9fbbc87ac6390a73,10,53227208,5914134.0,0.0,DDoS_Attack
9a6c904487066b06a5d918627f0dbec811fda155e1af2255f7161285d0e4dba3,2,28,28.0,0.0,DDoS_Attack
0ec604c4599da1fa621b470dd638275db3010e0c8afef9bd6501e79a24d3cf16,12,110551806,4806600.5,3.0594118,Benign
82e6950b3b0cbdaaa9fd8d7af216e7fed120637d54834f32ac8c1951057f4e5c,8,39738652,3612604.8,0.0,DDoS_Attack
e52262134d532324b6b01dedba4632c7ac7118c59079197bf815d84d732c934e,2,2,2.0,0.0,DDoS_Attack
4f5834fa981402a4a7ded246f13fb040bccd6ceb98ce8f5635b25ef6cd1f1a4f,12,60497557,3558679.8,0.0,DDoS_Attack
d0a86331299a3fe2cf3bb453102218a89591c3cf6af9cf225de018d17d963f51,2,113,113.0,0.0,Benign
df75e39dde5ef0d18e94224c963141298a25ee699e70e4b088c36956adf37610,16,61699571,2127571.5,431.4425,Benign
874d38a9e502da82abd9e632c4238865aff8713126f22081ea4608351274d57a,1,30714,30714.0,16.165808,Benign
2c90a371d452f331e50bee8da8133a5a929524aa2093ef314ca8ef92301b3895,4,107789,35929.668,32.31563,DDoS_Attack
37aee2e37fe912a1bbd5712ff30a2846e3850e47fe9105351fb3342a083f4c0c,1,30783,30783.0,73.90083,Benign
749f0a907d5b320394344605f226f85d449bf609446774173bda1551d32a1f26,1,30503,30503.0,49.07477,Benign
7e24b49359c54a6957a0edd98a0e06a8308a867edb93f0167142679f30abdd60,4,894431,298143.66,0.0,DDoS_Attack
57ec8126fa74f8779e56dc6b84076ad7aa567112a9dd35fd7ba243270d1a184f,8,48005125,4364102.5,0.0,DDoS_Attack
ce96d77dc3f502ff00fee04ab8f065fda2f1352261763708ec02dc7f83f449df,1,50023,50023.0,16.165808,Benign
a203eecc14f85722d8caee3401db935ee5c9db86696ba527625ebef0df022a06,2,5,5.0,0.0,DDoS_Attack
8177a3c567695d576dbb4c7c5c946bd606cbd93b97e0895ee307934b9c395fb1,4,108259,36086.332,21.36118,DDoS_Attack
dc1c7e1440a395e7d68fbe266fbbabc82c556c2dd96ea2afded911e23407b451,4,109364,36454.668,32.31563,DDoS_Attack
7a2a4ab8d0203004905137976884eb6b3c2011b56e2c12e11d13515c7f655785,14,117451253,4698050.0,664.54974,Benign
1168f3339cc99764951e42d3f47bc02fc8e2fdf62b34f5782bdd9ed9eb5a64bb,2,51,51.0,0.0,DDoS_Attack
2145bf68dd088d877bdd354e44a1fd6294109631c7a87f7959e0556c424d6ed3,10,294119,21008.5,354.9675,Benign
a7e7aa3f89578560a63cf9bf5eead52cf743aab4d8906d4693c5c47a12c39ef2,39,1579656,41569.895,0.0,Benign
6c8a9df6be41989965cb1941fa349208657c806c3407101110eed23ebf5ed7f1,2,190,63.333332,25.74296,Benign
ef5eac31283928990f301ebfe8c07e2f957fc5068b1b19d0afb34231767e641e,1,82,82.0,0.0,Benign
542d434b5189bd9b2806a46039bb7588bb2b9e3bf49d95df18c48c5cd234f3a1,4,109023,36341.0,21.36118,DDoS_Attack
37f7a51b637ddcca1c3aee66403a90b7234784e0e151044b190137bb290dc345,1,30209,30209.0,25.403412,Benign
b5c23fb403c5f7e7d93f26a8f4cec5d791ddd071beb787e2f93f9b03baea84ad,4,104905,34968.332,21.36118,DDoS_Attack
408ed9d52770ab675846d32b69cf58632cca9ab2b89a7de4eaf5bfb54e3b79c8,4,48201,6885.857,30.041637,Benign
8430b7002f355ca66dc4115ccf3869a6dc1742b64492fcefe00201b3f5d38343,4,109243,36414.332,32.31563,DDoS_Attack
1b8c1c38c4882d728529a0d0f005e8c48b80610d1fecc83e20a1883fdca9df18,4,203767,40753.4,56.114254,Benign
f928589f992c8609b13662fe8744e6532b2c096f378958cfebd122be5fde395f,2,245,81.666664,44.36553,Benign
6e0b286d8468edf6f3c9c252b29e28c4d90abbe66aae58dac0990f963b451fcc,10,61841449,4122763.2,0.0,DDoS_Attack
b4150ea4d84a4dd53be9659f155ce6dbe0b039e386ff08a074dec5157efc6c11,2,110209595,36736532.0,55.59856,Benign
42faa4316e3901d205f3f7bdec4569a0d52c0523798f7408fcd3ae07b7e412a6,6,216705,43341.0,33.617596,DDoS_Attack
6b054a67c70166ae021b796e401f6e6cebd3dd1533f9b28a2ec38a3805281062,1,48205,48205.0,47.342724,Benign
c7e346d00f744c47aad9c319dae1b9dd383d9e0a5ac715112241fdb92b7a5f7e,2,86,28.666666,0.0,DDoS_Attack
feaf87da0a20611a6bb3e2f38e454dafd26e43e656dc37f2ae45ca1dab112c12,3,328,109.333336,11.18034,Benign
38bdff10680633f079c35ef13a9c961dbad0ec6e192bbdcd5bf82b01392670fb,1,36,36.0,0.0,Benign
4385efe70a8175e5a5db3e36e32be849d56f8e3a9e654b2af2a30c4e6c4c555c,4,106952,35650.668,32.31563,DDoS_Attack
569c443f42d829a91ace55ab1ddc7aea17398e72ff30bd4ad9e20aada5bc494d,11,138033,9202.2,387.13147,Benign
3c298822589ea64988d3d6b56a1630847de052df0e949a2ff4e4806c8017df0e,4,47363,9472.6,135.65012,Benign
bb1104333b5e364e2f119bf0c15cd7a02a0b939272a08c76bdd8d1eb4c4f1c61,2,97,97.0,0.0,DDoS_Attack
c53695d78c275f069409608fc61771e48f7d455885c3884aa58ab5b26f797c41,2,1,1.0,0.0,DDoS_Attack
752299eaaa7a2262681e47b7ff65362c5ef078816e96118dac61d850199794a6,2,2,2.0,0.0,DDoS_Attack
3ba467547e073b02e95cb03f3559c9eb6f5b8bd4ba75e26bd412b2fe022dfc1a,4,108610,36203.332,21.36118,DDoS_Attack
403b3ad712dfd5d272d17565c457c5472595754207825d57d870fc86d5673b80,3,1090,545.0,0.0,Benign
b4aab4df7605d0dababc33387b67479e68ef77294af9b3a408a1cd5bc6f116f2,4,4533342,1511114.0,0.0,DDoS_Attack
d0d743609ccb39476ee39434c01abffff57eefefb1c2129256da6585225667df,20,147096,3343.0908,15.178169,Benign
216e85beb6dc140bd2cf323588630fca9288214130981dbb0312ba77e40aaea6,4,105788,35262.668,21.36118,DDoS_Attack
557092dcfe4f106a2a9ab3927f9426263bd2fd61ec4b435d2a4bb53bfb021a24,2,217,72.333336,32.863354,Benign
dae366d83567d7617a61acb15d44f0b80368f433c829a9d9147cd763b12c3a7e,6,214905,42981.0,33.617596,DDoS_Attack
5345860bbf3d8571a29c09a18f2a5d6c4317ffc0b26eb495d9a7db5a5b451b90,13,102233829,4444949.0,438.89597,Benign
8b289529c927701759146ce22796a67e6a68516aa4a7f3d9d6fb8458ba0453e2,2,1,1.0,0.0,DDoS_Attack
116e2d2d0dedde3d680505be8ae3f653cd31e88db33cddc73062e5679b2034c6,1,135378,135378.0,24.24871,Benign
8f863ca24f0cc1bb0df3be73a3eb2eeaa5d5e15780e0b0c267cd844c67cfd6f5,7,7533500,627791.7,502.06348,Benign
e2cbc2480579b82c47998c43f30696f373af07e7959cce96c1e28ddbab5845e9,2,31517,10505.667,23.004347,Benign
5912b6c950923e1365f19fe3f9e1efcc1e8a34306cff8060a48bcc25b59effa2,2,48,48.0,0.0,DDoS_Attack
e5dba141fc3086289bcf48e766652cbe6af0094d9c2662ccd5e7ac4b833a2b67,2,205,68.333336,26.290682,Benign
2bf7849a66f1632899a91aea8197aaba9662f1c06a82d6824e913d888dccfe5e,1,694,694.0,0.0,Benign
56ba38c8141a5c7856189ef0dc69d67d936f3321018748289aed0f08f1b6ad53,15,11055037,442201.47,536.9078,Benign
